code,roll_no
('4120', '412021631008')
('4120', '412021631009')
('4120', '412021631011')
('4120', '412021631012')
('4120', '412021631013')
('4120', '412021631014')
('4120', '412021631015')
('4120', '412021631016')
('4120', '412021631017')
('4120', '412021631018')
('4120', '412021631019')
('4120', '412021631020')
('4120', '412021631021')
('4120', '412021631022')
('4120', '412021631023')
('4120', '412021631024')
('4120', '412021631025')
('4120', '412021631026')
('4120', '412021631027')
('4120', '412021631028')
('4120', '412021631029')
('4120', '412021631030')
('4120', '412021631031')
('4120', '412021631032')
('4120', '412021631033')
('4120', '412021631034')
('4120', '412021631035')
('4120', '412021631036')
('4120', '412021631037')
('4120', '412021631038')
('4120', '412021631039')
('4120', '412021631040')
('4120', '412021631041')
('4120', '412021631042')
('4120', '412021631043')
('4120', '412021631044')
('4120', '412021631045')
('4120', '412021631046')
('4120', '412021631047')
('4120', '412021631048')
('4120', '412021631049')
('4120', '412021631050')
('4120', '412021631051')
('4120', '412021631052')
('4120', '412021631053')
('4120', '412021631054')
('4120', '412021631055')
('4120', '412021631056')
('4120', '412021631057')
('4120', '412021631058')
('4120', '412021631059')
('4120', '412020631001')
('4120', '412020631002')
('4120', '412020631003')
('4120', '412020631004')
('4120', '412020631006')
('4123', '412318103002')
('4123', '412318103003')
('4123', '412318103004')
('4123', '412318103005')
('4123', '412318103006')
('4123', '412318103007')
('4123', '412318103008')
('4123', '412318103301')
('4123', '412318104001')
('4123', '412318104002')
('4123', '412318104003')
('4123', '412318104005')
('4123', '412318104006')
('4123', '412318104007')
('4123', '412318104008')
('4123', '412318104010')
('4123', '412318104012')
('4123', '412318104013')
('4123', '412318104015')
('4123', '412318104016')
('4123', '412318104017')
('4123', '412318104019')
('4123', '412318104020')
('4123', '412318104025')
('4123', '412318104026')
('4123', '412318104027')
('4123', '412318104028')
('4123', '412318104031')
('4123', '412318104033')
('4123', '412318104035')
('4123', '412318104036')
('4123', '412318104037')
('4123', '412318104038')
('4123', '412318104039')
('4123', '412318104043')
('4123', '412318104044')
('4123', '412318104045')
('4123', '412318104049')
('4123', '412318104051')
('4123', '412318104052')
('4123', '412318104301')
('4123', '412318104302')
('4123', '412318104303')
('4123', '412318104701')
('4123', '412318104702')
('4123', '412318104703')
('4123', '412318105003')
('4123', '412318105004')
('4123', '412318105008')
('4123', '412318105009')
('4123', '412318105010')
('4123', '412318105011')
('4123', '412318105013')
('4123', '412318105015')
('4123', '412318105017')
('4123', '412318105019')
('4123', '412318105020')
('4123', '412318105021')
('4123', '412318105022')
('4123', '412318105023')
('4123', '412318105024')
('4123', '412318105026')
('4123', '412318105301')
('4123', '412318106001')
('4123', '412318106002')
('4123', '412318106003')
('4123', '412318106004')
('4123', '412318106005')
('4123', '412318106008')
('4123', '412318106010')
('4123', '412318106012')
('4123', '412318106013')
('4123', '412318106015')
('4123', '412318106017')
('4123', '412318106019')
('4123', '412318106021')
('4123', '412318106022')
('4123', '412318106023')
('4123', '412318106025')
('4123', '412318106027')
('4123', '412318106029')
('4123', '412318106030')
('4123', '412318106031')
('4123', '412318106032')
('4123', '412318106034')
('4123', '412318106035')
('4123', '412318106037')
('4123', '412318106038')
('4123', '412318106039')
('4123', '412318106040')
('4123', '412318106041')
('4123', '412318106042')
('4123', '412318106043')
('4123', '412318106044')
('4123', '412318106301')
('4123', '412318106302')
('4123', '412318106303')
('4123', '412318106304')
('4123', '412318106305')
('4123', '412318106306')
('4123', '412318114001')
('4123', '412318114002')
('4123', '412318114003')
('4123', '412318114005')
('4123', '412318114006')
('4123', '412318114007')
('4123', '412318114008')
('4123', '412318114009')
('4123', '412318114010')
('4123', '412318114011')
('4123', '412318114012')
('4123', '412318114013')
('4123', '412318114014')
('4123', '412318114015')
('4123', '412318114018')
('4123', '412318114019')
('4123', '412318114020')
('4123', '412318114022')
('4123', '412318114024')
('4123', '412318114025')
('4123', '412318114026')
('4123', '412318114027')
('4123', '412318114028')
('4123', '412318114029')
('4123', '412318114030')
('4123', '412318114031')
('4123', '412318114032')
('4123', '412318114033')
('4123', '412318114034')
('4123', '412318114035')
('4123', '412318114036')
('4123', '412318114037')
('4123', '412318114040')
('4123', '412318114041')
('4123', '412318114042')
('4123', '412318114046')
('4123', '412318114047')
('4123', '412318114301')
('4123', '412318114302')
('4123', '412318114303')
('4123', '412318114701')
('4123', '412318205001')
('4123', '412318205002')
('4123', '412318205004')
('4123', '412318205005')
('4123', '412318205006')
('4123', '412318205007')
('4123', '412318205008')
('4123', '412318205009')
('4123', '412318205010')
('4123', '412318205011')
('4123', '412318205012')
('4123', '412318205013')
('4123', '412318205014')
('4123', '412318205015')
('4123', '412318205016')
('4123', '412318205017')
('4123', '412318205018')
('4123', '412318205020')
('4123', '412318205021')
('4123', '412318205022')
('4123', '412318205023')
('4123', '412318205024')
('4123', '412318205025')
('4123', '412318205026')
('4123', '412318205027')
('4123', '412318205028')
('4123', '412318205029')
('4123', '412318205030')
('4123', '412318205031')
('4123', '412318205032')
('4123', '412318205033')
('4123', '412318205034')
('4123', '412318205035')
('4123', '412318205036')
('4123', '412318205037')
('4123', '412318205039')
('4123', '412318205040')
('4123', '412318205041')
('4123', '412318205301')
('4123', '412318205302')
('4123', '412321404001')
('4123', '412321404002')
('4123', '412321404003')
('4123', '412321404004')
('4123', '412321404005')
('4123', '412321404006')
('4123', '412321404007')
('4123', '412321404008')
('4123', '412321404009')
('4123', '412321405001')
('4123', '412321405002')
('4123', '412321405003')
('4123', '412321405004')
('4123', '412321405005')
('4123', '412320405001')
('4123', '412321419001')
('4123', '412321419002')
('4123', '412321419003')
('4123', '412321419004')
('4123', '412321631001')
('4123', '412321631002')
('4123', '412321631003')
('4123', '412321631004')
('4123', '412321631005')
('4123', '412321631006')
('4123', '412321631007')
('4123', '412321631008')
('4123', '412321631009')
('4123', '412321631010')
('4123', '412321631011')
('4123', '412321631012')
('4123', '412321631013')
('4123', '412321631014')
('4123', '412321631015')
('4123', '412321631016')
('4123', '412321631017')
('4123', '412321631018')
('4123', '412321631019')
('4123', '412321631020')
('4123', '412321631021')
('4123', '412321631022')
('4123', '412321631023')
('4123', '412321631024')
('4123', '412321631025')
('4123', '412321631026')
('4123', '412321631027')
('4123', '412321631028')
('4123', '412321631029')
('4123', '412321631030')
('4123', '412321631031')
('4123', '412321631032')
('4123', '412321631033')
('4123', '412321631034')
('4123', '412321631035')
('4123', '412321631036')
('4123', '412321631037')
('4123', '412321631038')
('4123', '412321631039')
('4123', '412321631040')
('4123', '412321631041')
('4123', '412321631042')
('4123', '412321631043')
('4123', '412321631044')
('4123', '412321631045')
('4123', '412321631046')
('4123', '412321631047')
('4123', '412321631048')
('4123', '412321631049')
('4123', '412321631050')
('4123', '412321631051')
('4123', '412321631052')
('4123', '412321631053')
('4123', '412321631054')
('4123', '412321631055')
('4123', '412321631056')
('4123', '412321631057')
('4123', '412321631058')
('4123', '412321631059')
('4123', '412321631060')
('4123', '412320631001')
('4123', '412320631002')
('4123', '412320631003')
('4123', '412320631004')
('4123', '412320631005')
('4123', '412320631006')
('4123', '412320631007')
('4123', '412320631008')
('4123', '412320631009')
('4123', '412320631010')
('4123', '412320631011')
('4123', '412320631012')
('4123', '412320631013')
('4123', '412320631014')
('4123', '412320631015')
('4123', '412320631016')
('4123', '412320631017')
('4123', '412320631018')
('4123', '412320631019')
('4123', '412320631020')
('4123', '412320631021')
('4123', '412320631022')
('4123', '412320631023')
('4123', '412320631024')
('4123', '412320631025')
('4123', '412320631026')
('4123', '412320631027')
('4123', '412320631028')
('4123', '412320631029')
('4123', '412320631032')
('4123', '412320631033')
('4123', '412320631034')
('4123', '412320631035')
('4123', '412320631036')
('4123', '412320631037')
('4123', '412320631039')
('4123', '412320631040')
('4123', '412320631041')
('4123', '412320631043')
('4123', '412320631044')
('4123', '412320631045')
('4126', '412618104001')
('4126', '412618104002')
('4126', '412618104003')
('4126', '412618104004')
('4126', '412618104005')
('4126', '412618104006')
('4126', '412618104007')
('4126', '412618104008')
('4126', '412618104009')
('4126', '412618104010')
('4126', '412618104012')
('4126', '412618104014')
('4126', '412618104015')
('4126', '412618104016')
('4126', '412618104017')
('4126', '412618104018')
('4126', '412618104020')
('4126', '412618104022')
('4126', '412618104023')
('4126', '412618104024')
('4126', '412618104025')
('4126', '412618105001')
('4126', '412618105002')
('4126', '412618105003')
('4126', '412618105301')
('4126', '412618106001')
('4126', '412618106002')
('4126', '412618106003')
('4126', '412618106005')
('4126', '412618106006')
('4126', '412618106007')
('4126', '412618106008')
('4126', '412618106009')
('4126', '412618106010')
('4126', '412618106011')
('4126', '412618106012')
('4126', '412618114001')
('4126', '412618114003')
('4126', '412618114004')
('4126', '412618114005')
('4126', '412618114006')
('4126', '412618114007')
('4126', '412618114008')
('4126', '412620405001')
('4127', '412721101011')
('4127', '412720101003')
('4127', '412718101001')
('4127', '412718101002')
('4127', '412718101003')
('4127', '412718101004')
('4127', '412718101005')
('4127', '412718101006')
('4127', '412718101007')
('4127', '412718101008')
('4127', '412718101010')
('4127', '412718101011')
('4127', '412718103002')
('4127', '412718103004')
('4127', '412718103005')
('4127', '412721104030')
('4127', '412720104010')
('4127', '412720104029')
('4127', '412718104001')
('4127', '412718104002')
('4127', '412718104003')
('4127', '412718104004')
('4127', '412718104007')
('4127', '412718104008')
('4127', '412718104009')
('4127', '412718104010')
('4127', '412718104012')
('4127', '412718104013')
('4127', '412718104014')
('4127', '412718104015')
('4127', '412718104016')
('4127', '412718104017')
('4127', '412718104018')
('4127', '412718104019')
('4127', '412718104020')
('4127', '412718104021')
('4127', '412718104022')
('4127', '412718104023')
('4127', '412718104024')
('4127', '412718105001')
('4127', '412718105002')
('4127', '412718105003')
('4127', '412718105301')
('4127', '412721106017')
('4127', '412721106019')
('4127', '412718106001')
('4127', '412718106002')
('4127', '412718106003')
('4127', '412718106004')
('4127', '412718106006')
('4127', '412718106007')
('4127', '412718106008')
('4127', '412721114006')
('4127', '412718114001')
('4127', '412718114003')
('4127', '412718114004')
('4127', '412718114005')
('4127', '412718114007')
('4127', '412718114008')
('4127', '412718114009')
('4127', '412718114301')
('4127', '412718114302')
('4127', '412718114303')
('4127', '412718114501')
('4127', '412721205032')
('4127', '412721205035')
('4127', '412720205002')
('4127', '412720205011')
('4127', '412718205001')
('4127', '412718205002')
('4127', '412718205003')
('4127', '412718205004')
('4127', '412718205005')
('4127', '412718205007')
('4127', '412718205008')
('4127', '412718205009')
('4127', '412718205010')
('4127', '412718205011')
('4127', '412718205012')
('4127', '412718205013')
('4127', '412718205014')
('4127', '412720401001')
('4127', '412720401002')
('4127', '412720401003')
('4127', '412720401004')
('4127', '412721405001')
('4127', '412721405002')
('4127', '412721405003')
('4127', '412721405004')
('4127', '412721405005')
('4127', '412721405006')
('4127', '412721405007')
('4127', '412721405008')
('4127', '412721405009')
('4127', '412721405010')
('4127', '412721405011')
('4127', '412721405012')
('4127', '412721405013')
('4127', '412721405014')
('4127', '412721405015')
('4127', '412720405001')
('4127', '412720405002')
('4127', '412720405003')
('4127', '412720405004')
('4127', '412720405005')
('4127', '412720410001')
('4127', '412720410002')
('4127', '412720410003')
('4127', '412720415003')
('4127', '412721416001')
('4127', '412721416002')
('4127', '412721416003')
('4127', '412721416004')
('4127', '412721416005')
('4127', '412721416006')
('4127', '412721416007')
('4127', '412721416008')
('4127', '412721416009')
('4127', '412721416010')
('4127', '412721416011')
('4127', '412721416012')
('4127', '412721416013')
('4127', '412721416014')
('4127', '412721416015')
('4127', '412721416016')
('4127', '412721416017')
('4127', '412721416018')
